-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499987569980230973e+00,4.497816279528714212e+00,-1.569591725450829811e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499986698245827199e+00,4.497760172596313666e+00,-1.569569420915120306e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499978933387221325e+00,4.497697448339581960e+00,-1.569584159076681695e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979518700290448e+00,4.497636906948945246e+00,-1.569583131923428576e+00
-7.499979961846458210e+00,4.497576496234366950e+00,-1.569581502657003247e+00
-7.499979961846458210e+00,4.497576496234366950e+00,-1.569581502657003247e+00
