6.274443585425615311e-03,-5.340564530342817307e-03,-0.000000000000000000e+00
6.274443585425615311e-03,-5.340564530342817307e-03,-0.000000000000000000e+00
6.274443585425615311e-03,-5.340564530342817307e-03,-0.000000000000000000e+00
-2.400796413421630859e+00,-4.608335018157958984e+00,-1.186698555946350098e+00
-2.400796413421630859e+00,-4.608335018157958984e+00,-1.186698555946350098e+00
-2.400796413421630859e+00,-4.608335018157958984e+00,-1.186698555946350098e+00
-2.400796413421630859e+00,-4.608335018157958984e+00,-1.186698555946350098e+00
-3.365074634552001953e+00,-2.737750768661499023e+00,-1.481961727142333984e+00
-3.365074634552001953e+00,-2.737750768661499023e+00,-1.481961727142333984e+00
-3.575320243835449219e+00,-2.314476013183593750e+00,-1.551016807556152344e+00
-3.575320243835449219e+00,-2.314476013183593750e+00,-1.551016807556152344e+00
-3.575320243835449219e+00,-2.314476013183593750e+00,-1.551016807556152344e+00
-3.578597545623779297e+00,-2.304887294769287109e+00,-1.565127611160278320e+00
-3.578399658203125000e+00,-2.305266141891479492e+00,-1.568498373031616211e+00
-3.578399658203125000e+00,-2.305266141891479492e+00,-1.568498373031616211e+00
-3.578399658203125000e+00,-2.305266141891479492e+00,-1.568498373031616211e+00
-3.578399658203125000e+00,-2.305266141891479492e+00,-1.568498373031616211e+00
-3.578409671783447266e+00,-2.305249929428100586e+00,-1.569328188896179199e+00
-3.578409671783447266e+00,-2.305249929428100586e+00,-1.569328188896179199e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569533586502075195e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569533586502075195e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569533586502075195e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569577336311340332e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569577336311340332e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569577336311340332e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569588422775268555e+00
-3.578409194946289062e+00,-2.305250644683837891e+00,-1.569591522216796875e+00
